stock,trading_date,avg_sentiment,news_count
NVDA,2015-04-13,0.5267,1
NVDA,2015-04-16,0.296,1
NVDA,2015-04-30,0.0,1
NVDA,2015-05-04,0.0,1
NVDA,2015-05-05,0.0,1
NVDA,2015-05-06,0.02792857142857143,7
NVDA,2015-05-07,-0.12210999999999998,10
NVDA,2015-05-11,0.0,1
NVDA,2015-05-13,0.4588,1
NVDA,2015-05-26,0.46645000000000003,2
NVDA,2015-05-27,0.0,1
NVDA,2015-06-03,0.0,1
NVDA,2015-06-09,0.06743333333333333,3
NVDA,2015-06-10,0.0,1
NVDA,2015-06-11,0.3404,2
NVDA,2015-06-15,0.4404,1
NVDA,2015-06-16,0.0,1
NVDA,2015-06-19,0.0,1
NVDA,2015-06-29,0.0,1
NVDA,2015-07-01,0.0,2
NVDA,2015-07-06,0.5423,1
NVDA,2015-07-09,0.296,1
NVDA,2015-07-16,-0.2023,1
NVDA,2015-07-20,0.4019,1
NVDA,2015-07-28,-0.4767,1
NVDA,2015-08-03,0.10586,5
NVDA,2015-08-05,0.04933333333333333,6
NVDA,2015-08-06,0.0701,11
NVDA,2015-08-10,0.04943333333333333,3
NVDA,2015-08-12,0.34,1
NVDA,2015-08-20,0.0,1
NVDA,2015-08-24,0.0258,1
NVDA,2015-08-25,0.0,1
NVDA,2015-08-26,0.4588,1
NVDA,2015-08-31,-0.4215,1
NVDA,2015-09-16,-0.023424999999999994,4
NVDA,2015-09-22,0.67545,2
NVDA,2015-09-24,0.0,1
NVDA,2015-09-28,0.3182,1
NVDA,2015-09-29,0.0,1
NVDA,2015-09-30,0.0,1
NVDA,2015-10-05,0.0,1
NVDA,2015-10-08,-0.4215,1
NVDA,2015-10-12,0.0,2
NVDA,2015-10-13,0.148,2
NVDA,2015-10-15,0.061,2
NVDA,2015-10-27,0.5106,1
NVDA,2015-10-29,0.06743333333333333,3
NVDA,2015-11-02,0.18076666666666666,3
NVDA,2015-11-03,0.1531,1
NVDA,2015-11-04,0.04491,10
NVDA,2015-11-05,0.09826363636363636,11
NVDA,2015-11-06,0.0,1
NVDA,2015-11-12,0.296,1
NVDA,2015-11-16,0.06743333333333333,3
NVDA,2015-11-30,0.296,1
NVDA,2015-12-08,0.296,1
NVDA,2015-12-14,0.0,1
NVDA,2015-12-15,0.2023,1
NVDA,2015-12-16,0.2023,1
NVDA,2015-12-21,0.25323333333333337,3
NVDA,2015-12-23,0.22455,2
NVDA,2015-12-28,0.13384000000000001,5
NVDA,2015-12-29,0.0,1
NVDA,2016-01-04,0.46645000000000003,2
NVDA,2016-01-05,0.20095,2
NVDA,2016-01-12,0.296,1
NVDA,2016-01-13,0.24095,4
NVDA,2016-01-14,0.0,1
NVDA,2016-01-19,0.296,2
NVDA,2016-01-20,0.0,3
NVDA,2016-01-21,0.4215,1
NVDA,2016-02-04,0.0,1
NVDA,2016-02-11,0.296,1
NVDA,2016-02-16,0.137825,8
NVDA,2016-02-17,0.009500000000000001,8
NVDA,2016-02-18,0.0,1
NVDA,2016-02-23,0.1027,1
NVDA,2016-02-29,0.0,1
NVDA,2016-03-07,0.296,2
NVDA,2016-03-14,0.296,2
NVDA,2016-03-17,0.10115,2
NVDA,2016-03-21,0.21075,2
NVDA,2016-03-22,0.139075,4
NVDA,2016-03-23,-0.128,1
NVDA,2016-03-28,0.17020000000000002,3
NVDA,2016-04-04,0.19063333333333332,3
NVDA,2016-04-05,-0.25020000000000003,3
NVDA,2016-04-07,0.0,1
NVDA,2016-04-12,-0.0772,1
NVDA,2016-04-26,0.0,1
NVDA,2016-05-02,0.3454,2
NVDA,2016-05-11,0.04933333333333333,6
NVDA,2016-05-12,0.11196000000000002,20
NVDA,2016-05-16,0.19733333333333333,3
NVDA,2016-05-18,0.44094999999999995,2
NVDA,2016-05-19,0.0,1
NVDA,2016-05-25,0.296,1
NVDA,2016-06-01,0.04046,5
NVDA,2016-06-02,0.0,1
NVDA,2016-06-13,0.256425,4
NVDA,2016-06-14,0.296,1
NVDA,2016-06-15,0.0,1
NVDA,2016-06-16,0.296,2
NVDA,2016-06-20,0.24385,4
NVDA,2016-06-27,0.3102,2
NVDA,2016-07-05,0.0,1
NVDA,2016-07-07,0.296,1
NVDA,2016-07-11,0.6369,1
NVDA,2016-07-14,0.20010000000000003,6
NVDA,2016-07-18,0.411075,4
NVDA,2016-07-26,0.2294,2
NVDA,2016-08-03,0.3595,1
NVDA,2016-08-04,0.3071,2
NVDA,2016-08-08,0.12283999999999999,5
NVDA,2016-08-09,0.38053333333333333,3
NVDA,2016-08-10,-0.023069999999999997,10
NVDA,2016-08-11,0.14414615384615387,13
NVDA,2016-08-15,0.296,1
NVDA,2016-08-17,0.0,1
NVDA,2016-08-18,-0.0258,1
NVDA,2016-08-23,0.0,1
NVDA,2016-08-24,0.25,1
NVDA,2016-08-31,0.4767,1
NVDA,2016-09-06,0.0,1
NVDA,2016-09-08,0.0,1
NVDA,2016-09-12,0.0,1
NVDA,2016-09-14,0.296,1
NVDA,2016-09-15,0.09319999999999999,4
NVDA,2016-09-19,0.06743333333333333,3
NVDA,2016-09-21,0.296,1
NVDA,2016-09-27,0.0,1
NVDA,2016-09-28,0.296,1
NVDA,2016-10-03,0.148,2
NVDA,2016-10-04,0.3182,1
NVDA,2016-10-05,-0.023233333333333328,3
NVDA,2016-10-06,0.0,1
NVDA,2016-10-10,0.5106,1
NVDA,2016-10-12,0.0,1
NVDA,2016-10-17,0.6249,1
NVDA,2016-10-19,0.5081,2
