stock,trading_date,avg_sentiment,news_count,daily_return,sentiment_category
GOOG,2020-01-27,0.03525,12,-0.022369881570968753,neutral
GOOG,2020-01-28,0.0,2,0.013013353424756069,neutral
GOOG,2020-01-29,0.1909,2,0.004179043985516717,positive
GOOG,2020-01-30,0.10115,2,-0.0019129360271303852,positive
GOOG,2020-02-03,0.0768121951219512,41,0.03605426349614005,positive
GOOG,2020-02-04,0.5106,1,-0.0261585216315684,positive
GOOG,2020-02-05,0.1438166666666666,6,0.0008016722686050581,positive
GOOG,2020-02-06,-0.1366,2,0.019333987651130702,negative
GOOG,2020-02-10,0.0297444444444444,9,0.019909035693602917,neutral
GOOG,2020-02-11,0.3729333333333333,3,7.28099678168892e-05,positive
GOOG,2020-02-12,0.13975,2,0.006283195491527671,positive
GOOG,2020-02-13,0.1413333333333333,3,-0.002377636034588404,positive
GOOG,2020-02-18,-0.0450999999999999,7,-0.0007036360658894125,neutral
GOOG,2020-02-19,0.14562,5,0.004619466704031572,positive
GOOG,2020-02-20,0.1814285714285714,7,-0.0055938668323989305,positive
GOOG,2020-02-24,0.1666083333333333,12,-0.042771317719192736,positive
GOOG,2020-02-25,0.0,1,-0.023311804585846918,neutral
GOOG,2020-02-26,0.1172333333333333,3,0.0034065836791148385,positive
GOOG,2020-02-27,0.0287666666666666,3,-0.05389816180277485,neutral
GOOG,2020-03-02,-0.04526,5,0.03716774062189043,neutral
GOOG,2020-03-03,0.0,2,-0.034352692136904284,neutral
GOOG,2020-03-04,0.0210833333333333,6,0.03364411589034022,neutral
GOOG,2020-03-05,0.0687,5,-0.048668589191416034,positive
GOOG,2020-03-09,-0.11165,8,-0.0638088251389558,negative
GOOG,2020-03-10,0.0031999999999999,10,0.053333420962280886,neutral
GOOG,2020-03-11,-0.06745,2,-0.05075015914975667,negative
GOOG,2020-03-12,0.14865,6,-0.08268818037476866,positive
GOOG,2020-03-16,0.0575615384615384,13,-0.11100819821213292,positive
GOOG,2020-03-17,-0.0399,3,0.03271155122534952,neutral
GOOG,2020-03-18,0.5106,1,-0.020539475232178472,positive
GOOG,2020-03-19,-0.37895,2,0.016858068279574923,negative
GOOG,2020-03-23,0.12156,10,-0.014641053389632064,positive
GOOG,2020-03-24,0.0409,4,0.07366879434686524,neutral
GOOG,2020-03-26,0.2164,6,0.05375109564015346,positive
GOOG,2020-03-30,-0.11228,5,0.032510871167911626,negative
GOOG,2020-03-31,0.0,3,0.013942859454685319,neutral
GOOG,2020-04-01,-0.1179,4,-0.049182588011185135,negative
GOOG,2020-04-02,-0.10525,2,0.013766053105911169,negative
GOOG,2020-04-06,0.484525,4,0.08110162319252678,positive
GOOG,2020-04-07,-0.0065714285714285,7,-0.0003454042754148512,neutral
GOOG,2020-04-08,-0.0342333333333333,3,0.020033507439602083,neutral
GOOG,2020-04-13,0.1518125,8,0.005043627165736142,positive
GOOG,2020-04-14,0.33262,5,0.0424372734077858,positive
GOOG,2020-04-15,0.1454666666666666,3,-0.005326036828707692,positive
GOOG,2020-04-16,-0.128,1,0.0007920911120173901,negative
GOOG,2020-04-20,-0.10986,5,-0.012966932493401861,negative
GOOG,2020-04-21,0.19775,6,-0.039688640958746024,positive
GOOG,2020-04-22,0.0219499999999999,4,0.0385335698050322,neutral
GOOG,2020-04-23,-0.2259333333333333,3,0.010370388208027492,negative
GOOG,2020-04-27,0.1081578947368421,19,-0.0026811249988968333,positive
GOOG,2020-04-28,0.21639,20,-0.03308301350229148,positive
GOOG,2020-04-29,0.2202,2,0.08738954039826874,positive
GOOG,2020-04-30,0.1901,2,0.0053524091166405885,positive
GOOG,2020-05-01,-0.1531,1,-0.020798416131220576,negative
GOOG,2020-05-04,0.09329,10,0.004687220434424377,positive
GOOG,2020-05-05,-0.148,2,0.018322258461083152,negative
GOOG,2020-05-06,0.2850333333333333,3,-0.0028199596745766,positive
GOOG,2020-05-07,0.00516,5,0.01874852046580644,neutral
GOOG,2020-05-11,0.1393142857142857,7,0.010724711131373521,positive
GOOG,2020-05-12,0.209575,4,-0.019611340129773724,positive
GOOG,2020-05-13,0.0,2,-0.019196917486778875,neutral
GOOG,2020-05-14,0.27685,6,0.00503935673852296,positive
GOOG,2020-05-15,0.0,2,0.012579970810434604,neutral
GOOG,2020-05-18,0.35085,2,0.007828446353460139,positive
GOOG,2020-05-19,0.1345,5,-0.007554608363276594,positive
GOOG,2020-05-20,0.0,2,0.02419774026908672,neutral
GOOG,2020-05-21,-0.0986666666666666,3,-0.0027865691190913644,negative
GOOG,2020-05-26,0.1658428571428571,7,0.0046793727228919835,positive
GOOG,2020-05-27,-0.163125,8,0.0005786329928356704,negative
GOOG,2020-05-28,0.00516,5,-0.0007827669902912282,neutral
GOOG,2020-06-01,0.118475,4,0.0020295839519548498,positive
GOOG,2020-06-04,0.0,1,-0.01684799582436669,neutral
GOOG,2020-06-05,-0.4110333333333333,3,0.01855991540433166,negative
GOOG,2020-06-08,0.5423,1,0.005714781915462819,positive
GOOG,2020-06-09,0.0,2,0.006601588540098513,neutral
GOOG,2020-06-10,0.2958333333333333,3,0.006654619407762796,positive
META,2020-02-18,0.1909,2,0.01690190558071869,positive
META,2020-02-19,0.3286,2,-0.0014234167528529573,positive
META,2020-02-20,0.0209999999999999,4,-0.01337997521547063,neutral
META,2020-02-24,0.1097,8,-0.045008966789606086,positive
META,2020-02-25,0.0,2,-0.019679067814306284,neutral
META,2020-02-26,-0.1665,3,0.0021851502476102347,negative
META,2020-02-27,0.0440333333333333,6,-0.03777892448419229,neutral
META,2020-03-02,0.1553999999999999,5,0.020626607465331626,positive
META,2020-03-04,0.0341333333333333,9,0.03157778848525172,neutral
META,2020-03-05,-0.07974,5,-0.0343657840136079,negative
META,2020-03-09,-0.185875,12,-0.06400137344004342,negative
META,2020-03-10,0.0258142857142857,7,0.05126866674075892,neutral
META,2020-03-11,-0.28175,2,-0.04461546441281261,negative
META,2020-03-12,0.3109666666666666,3,-0.09263397517299699,positive
META,2020-03-16,0.1732444444444444,9,-0.14253000785494963,positive
META,2020-03-17,-0.02394,5,0.023354722814738826,neutral
META,2020-03-18,0.4847,2,-0.016463578532389556,positive
META,2020-03-19,-0.056575,4,0.04198414109581505,negative
META,2020-03-23,-0.0048428571428571,7,-0.010886039113945478,neutral
META,2020-03-24,-0.0651833333333333,6,0.0869679474739633,negative
META,2020-03-25,0.00535,4,-0.02963078468090463,neutral
META,2020-03-26,0.1944333333333333,3,0.045643607017278987,positive
